what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1336455891446
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1336455891447
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1336455891450
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1336455891450
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1336455891451
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1336455891451
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1336455891451
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1336455891452
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1336455891453
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1336455891453
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1336455891453
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1336455891454
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1336455891457
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1336455891458
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1336455891458
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1336455891459
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1336455891459
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1336455891461
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1336455891462
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1336455891462
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1336455891463
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1336455891463
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1336455891464
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1336455891464
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1336455891469
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1336455891469
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1336455891470
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1336455891470
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1336455891471
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1336455891471
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1336455891472
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1336455891472
started,bundle,org.eclipse.php.core,2.2.1.v20101001-2300,"org.eclipse.php.core",1336455891473
started,bundle,org.eclipse.php.debug.core,2.2.0.v20101001-2300,"org.eclipse.php.debug.core",1336455891473
started,bundle,org.eclipse.php.debug.daemon,2.2.0.v20101001-2300,"org.eclipse.php.debug.daemon",1336455891474
started,bundle,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.php.debug.ui",1336455891474
started,bundle,org.eclipse.php.server.core,2.2.0.v20101001-2300,"org.eclipse.php.server.core",1336455891475
started,bundle,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui",1336455891476
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1336455891477
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1336455891478
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1336455891478
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1336455891479
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1336455891480
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1336455891481
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1336455891481
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1336455891482
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1336455891483
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1336455891484
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1336455891484
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1336455891484
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1336455891484
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1336455891485
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1336455891490
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1336455891490
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1336455891491
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1336455891491
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1336455891492
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1336455891493
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1336455891493
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1336455891493
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1336455891494
os,sysinfo,,,"macosx",1336455891498
arch,sysinfo,,,"x86",1336455891498
ws,sysinfo,,,"cocoa",1336455891498
locale,sysinfo,,,"en_US",1336455891498
processors,sysinfo,,,"2",1336455891498
java.runtime.name,sysinfo,,,"Java(TM) 2 Runtime Environment, Standard Edition",1336455891498
java.runtime.version,sysinfo,,,"1.5.0_30-b03-389-9M3425",1336455891498
java.specification.name,sysinfo,,,"Java Platform API Specification",1336455891498
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1336455891498
java.specification.version,sysinfo,,,"1.5",1336455891498
java.vendor,sysinfo,,,"Apple Inc.",1336455891498
java.version,sysinfo,,,"1.5.0_30",1336455891498
java.vm.info,sysinfo,,,"mixed mode",1336455891498
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1336455891498
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1336455891498
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1336455891498
java.vm.specification.version,sysinfo,,,"1.0",1336455891498
java.vm.vendor,sysinfo,,,"Apple Inc.",1336455891498
java.vm.version,sysinfo,,,"1.5.0_30-161",1336455891498
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336456186657
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336456367328
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1336456373933
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1336456373973
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1336456373994
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1336456374173
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336456383433
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336456435253
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1336456435297
started,bundle,org.eclipse.dltk.rse.core,2.0.1.v20100804-1944,"org.eclipse.dltk.rse.core",1336456456382
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336456456410
started,bundle,org.eclipse.rse.core,3.1.102.R32x_v201102011435,"org.eclipse.rse.core",1336456456419
started,bundle,org.eclipse.rse.services,3.2.2.R32x_v201102011435,"org.eclipse.rse.services",1336456456484
started,bundle,org.eclipse.rse.ui,3.1.102.R32x_v201102011435,"org.eclipse.rse.ui",1336456456781
started,bundle,org.eclipse.rse.subsystems.files.core,3.2.1.v201008191400,"org.eclipse.rse.subsystems.files.core",1336456456782
started,bundle,org.eclipse.rse.subsystems.files.local,2.1.101.v200907301400,"org.eclipse.rse.subsystems.files.local",1336456456783
started,bundle,org.eclipse.rse.subsystems.shells.core,3.1.100.v201003010830,"org.eclipse.rse.subsystems.shells.core",1336456456816
started,bundle,org.eclipse.rse.subsystems.shells.local,2.1.100.v200905272300,"org.eclipse.rse.subsystems.shells.local",1336456456816
started,bundle,org.eclipse.rse.connectorservice.local,2.1.100.v200905272300,"org.eclipse.rse.connectorservice.local",1336456457107
started,bundle,org.eclipse.rse.services.local,2.1.202.R32x_v201102011435,"org.eclipse.rse.services.local",1336456457107
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336456457200
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336456457608
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1336456472563
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1336456472602
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1336456472616
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336456473168
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1336456473253
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1336456473259
started,bundle,org.eclipse.wst.css.core,1.1.402.v201102031915,"org.eclipse.wst.css.core",1336456473521
started,bundle,org.eclipse.dltk.rse.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.rse.ui",1336456473523
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1336456473544
started,bundle,org.eclipse.wst.html.core,1.1.404.v201101190004,"org.eclipse.wst.html.core",1336456473545
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1336456473575
started,bundle,org.eclipse.dltk.validators.core,1.0.0.v20100524-0038,"org.eclipse.dltk.validators.core",1336456473598
started,bundle,org.eclipse.wst.dtd.core,1.1.401.v201101122255,"org.eclipse.wst.dtd.core",1336456473604
started,bundle,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.ui",1336456473610
started,bundle,org.eclipse.wst.xsd.core,1.1.503.v201011121919,"org.eclipse.wst.xsd.core",1336456473623
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1336456473631
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1336456473964
started,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090803-1754,"org.eclipse.dltk.validators.externalchecker",1336456474630
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1336456474637
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1336456474714
started,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.ecore",1336456474733
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1336456474879
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1336456474992
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1336456475040
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1336456475047
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1336456475051
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1336456475088
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,"org.eclipse.wst.common.modulecore",1336456475091
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1336456477432
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1336456477435
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336456777737
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336459589550
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336459591292
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336460447004
started,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1336460451656
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.304.v201012160349,"org.eclipse.wst.jsdt.web.ui",1336460451758
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.304.v201102160550,"org.eclipse.wst.jsdt.web.core",1336460451770
started,bundle,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.ui",1336460451940
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1336460452455
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1336460452550
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1336460452629
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336460452686
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336460452938
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1336460482869
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336460484942
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336460636498
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1336460642545
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336460648041
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461368580
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336461368614
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1336461392329
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336461392562
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336461392611
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1336461425996
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461427464
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461441398
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1336461454377
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461485698
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461502145
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461525621
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461532288
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461535492
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461536987
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461540342
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461620386
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336461620536
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336461620580
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1336461620582
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1336461636412
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461638312
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461643381
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1336461650358
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461652751
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461654553
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461661745
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461671360
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1336461675141
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336461676523
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336461676593
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461700564
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461724150
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461764411
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461800006
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336461803233
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1336461805033
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461808380
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461811066
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1336461815753
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461817100
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461820315
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1336461826743
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461828412
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461833137
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336461835521
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336461843768
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336461847151
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1336461856537
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461857925
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461866434
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336461889192
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336461896554
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336461897373
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461900230
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461906541
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1336461928281
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461929155
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461932643
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461938631
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461944814
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336461953215
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336462053121
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336462059808
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1336462067009
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336462067940
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336462084306
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1336462097043
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336462097919
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336462102691
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336462112773
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336462115461
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1336462118173
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336462120990
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336462156548
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336462156576
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336462158459
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336462159245
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336462159245
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336462160000
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336462160000
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336462160653
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336462160653
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1336462161376
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1336462161376
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336462163816
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336462166085
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1336462166183
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1336462166384
stopped,bundle,org.eclipse.dltk.testing,1.0.0.v20090914-1703,"org.eclipse.dltk.testing",1336462166508
stopped,bundle,org.eclipse.php.server.ui,2.2.0.v20101001-2300,"org.eclipse.php.server.ui",1336462166514
stopped,bundle,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.php.debug.ui",1336462166514
stopped,bundle,org.eclipse.dltk.debug.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.debug.ui",1336462166516
stopped,bundle,org.eclipse.dltk.formatter,2.0.0.v20100304-1959,"org.eclipse.dltk.formatter",1336462166516
stopped,bundle,org.eclipse.dltk.rse.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.rse.ui",1336462166516
stopped,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090803-1754,"org.eclipse.dltk.validators.externalchecker",1336462166516
stopped,bundle,org.eclipse.dltk.validators.ui,2.0.0.v20091214-1712,"org.eclipse.dltk.validators.ui",1336462166517
